Lead_ID,Stage_Name,Stage_Status,Stage_Date,Drop_Reason
HL10833,Property Valuation,Pending,9/13/2024,
HL10833,Legal Verification,Pending,9/14/2024,
HL10833,Sanction Approved,Pending,9/21/2024,
HL10833,Loan Disbursed,Pending,9/26/2024,
HL10834,Lead Contacted,Completed,11/2/2024,
HL10834,Lead Qualified,Completed,11/8/2024,
HL10834,Document Collection,Completed,11/11/2024,
HL10834,Credit Check,Completed,11/20/2024,
HL10834,Property Valuation,Completed,11/28/2024,
HL10834,Legal Verification,Completed,12/7/2024,
HL10834,Sanction Approved,Completed,12/13/2024,
HL10834,Loan Disbursed,Completed,12/22/2024,
HL10835,Lead Contacted,Completed,5/29/2024,
HL10835,Lead Qualified,Completed,6/1/2024,
HL10835,Document Collection,Completed,6/10/2024,
HL10835,Credit Check,Completed,6/14/2024,
HL10835,Property Valuation,Completed,6/21/2024,
HL10835,Legal Verification,Completed,6/26/2024,
HL10835,Sanction Approved,Completed,6/27/2024,
HL10835,Loan Disbursed,Completed,7/3/2024,
HL10836,Lead Contacted,Completed,10/7/2024,
HL10836,Lead Qualified,Completed,10/9/2024,
HL10836,Document Collection,Completed,10/16/2024,
HL10836,Credit Check,Completed,10/25/2024,
HL10836,Property Valuation,Dropped,11/2/2024,High FOIR
HL10836,Legal Verification,Pending,11/11/2024,
HL10836,Sanction Approved,Pending,11/18/2024,
HL10836,Loan Disbursed,Pending,11/27/2024,
HL10837,Lead Contacted,Completed,7/8/2024,
HL10837,Lead Qualified,Completed,7/16/2024,
HL10837,Document Collection,Completed,7/20/2024,
HL10837,Credit Check,Completed,7/29/2024,
HL10837,Property Valuation,Completed,8/6/2024,
HL10837,Legal Verification,Completed,8/8/2024,
HL10837,Sanction Approved,Dropped,8/9/2024,Changed mind
HL10837,Loan Disbursed,Pending,8/13/2024,
HL10838,Lead Contacted,Completed,12/14/2024,
HL10838,Lead Qualified,Completed,12/17/2024,
HL10838,Document Collection,Dropped,12/23/2024,Customer not reachable
HL10838,Credit Check,Pending,12/30/2024,
HL10838,Property Valuation,Pending,1/8/2025,
HL10838,Legal Verification,Pending,1/12/2025,
HL10838,Sanction Approved,Pending,1/17/2025,
HL10838,Loan Disbursed,Pending,1/19/2025,
HL10839,Lead Contacted,Completed,12/19/2024,
HL10839,Lead Qualified,Completed,12/26/2024,
HL10839,Document Collection,Completed,1/1/2025,
HL10839,Credit Check,Completed,1/9/2025,
HL10839,Property Valuation,Completed,1/13/2025,
HL10839,Legal Verification,Completed,1/16/2025,
HL10839,Sanction Approved,Completed,1/25/2025,
HL10839,Loan Disbursed,Completed,1/27/2025,
HL10840,Lead Contacted,Completed,11/15/2024,
HL10840,Lead Qualified,Completed,11/16/2024,
HL10840,Document Collection,Completed,11/17/2024,
HL10840,Credit Check,Completed,11/18/2024,
HL10840,Property Valuation,Dropped,11/25/2024,Low eligibility
HL10840,Legal Verification,Pending,12/2/2024,
HL10840,Sanction Approved,Pending,12/7/2024,
HL10840,Loan Disbursed,Pending,12/13/2024,
HL10841,Lead Contacted,Completed,5/14/2024,
HL10841,Lead Qualified,Completed,5/20/2024,
HL10841,Document Collection,Completed,5/24/2024,
HL10841,Credit Check,Completed,5/31/2024,
HL10841,Property Valuation,Completed,6/6/2024,
HL10841,Legal Verification,Dropped,6/14/2024,Low eligibility
HL10841,Sanction Approved,Pending,6/19/2024,
HL10841,Loan Disbursed,Pending,6/22/2024,
HL10842,Lead Contacted,Completed,1/9/2024,
HL10842,Lead Qualified,Dropped,1/17/2024,Changed mind
HL10842,Document Collection,Pending,1/20/2024,
HL10842,Credit Check,Pending,1/29/2024,
HL10842,Property Valuation,Pending,1/31/2024,
HL10842,Legal Verification,Pending,2/9/2024,
HL10842,Sanction Approved,Pending,2/15/2024,
HL10842,Loan Disbursed,Pending,2/16/2024,
HL10843,Lead Contacted,Completed,2/25/2024,
HL10843,Lead Qualified,Dropped,3/3/2024,Low eligibility
HL10843,Document Collection,Pending,3/7/2024,
HL10843,Credit Check,Pending,3/8/2024,
HL10843,Property Valuation,Pending,3/13/2024,
HL10843,Legal Verification,Pending,3/15/2024,
HL10843,Sanction Approved,Pending,3/23/2024,
HL10843,Loan Disbursed,Pending,3/27/2024,
HL10844,Lead Contacted,Completed,2/29/2024,
HL10844,Lead Qualified,Completed,3/2/2024,
HL10844,Document Collection,Completed,3/11/2024,
HL10844,Credit Check,Completed,3/20/2024,
HL10844,Property Valuation,Completed,3/29/2024,
HL10844,Legal Verification,Completed,3/31/2024,
HL10844,Sanction Approved,Completed,4/3/2024,
HL10844,Loan Disbursed,Dropped,4/5/2024,High FOIR
HL10845,Lead Contacted,Completed,7/13/2024,
HL10845,Lead Qualified,Completed,7/22/2024,
HL10845,Document Collection,Completed,7/27/2024,
HL10845,Credit Check,Completed,8/5/2024,
HL10845,Property Valuation,Completed,8/14/2024,
HL10845,Legal Verification,Dropped,8/16/2024,Changed mind
HL10845,Sanction Approved,Pending,8/17/2024,
HL10845,Loan Disbursed,Pending,8/20/2024,
HL10846,Lead Contacted,Completed,2/14/2024,
HL10846,Lead Qualified,Dropped,2/17/2024,Changed mind
HL10846,Document Collection,Pending,2/26/2024,
HL10846,Credit Check,Pending,3/1/2024,
HL10846,Property Valuation,Pending,3/3/2024,
HL10846,Legal Verification,Pending,3/6/2024,
HL10846,Sanction Approved,Pending,3/11/2024,
HL10846,Loan Disbursed,Pending,3/14/2024,
HL10847,Lead Contacted,Completed,8/17/2024,
HL10847,Lead Qualified,Completed,8/20/2024,
HL10847,Document Collection,Dropped,8/28/2024,Low eligibility
HL10847,Credit Check,Pending,9/1/2024,
HL10847,Property Valuation,Pending,9/10/2024,
HL10847,Legal Verification,Pending,9/16/2024,
HL10847,Sanction Approved,Pending,9/21/2024,
HL10847,Loan Disbursed,Pending,9/24/2024,
HL10848,Lead Contacted,Completed,2/26/2024,
HL10848,Lead Qualified,Completed,2/29/2024,
HL10848,Document Collection,Completed,3/7/2024,
HL10848,Credit Check,Dropped,3/11/2024,High FOIR
HL10848,Property Valuation,Pending,3/20/2024,
HL10848,Legal Verification,Pending,3/22/2024,
HL10848,Sanction Approved,Pending,3/23/2024,
HL10848,Loan Disbursed,Pending,3/26/2024,
HL10849,Lead Contacted,Completed,2/4/2025,
HL10849,Lead Qualified,Completed,2/9/2025,
HL10849,Document Collection,Completed,2/12/2025,
HL10849,Credit Check,Completed,2/13/2025,
HL10849,Property Valuation,Completed,2/15/2025,
HL10849,Legal Verification,Completed,2/24/2025,
HL10849,Sanction Approved,Completed,2/28/2025,
HL10849,Loan Disbursed,Completed,3/1/2025,
HL10850,Lead Contacted,Completed,8/12/2024,
HL10850,Lead Qualified,Completed,8/20/2024,
HL10850,Document Collection,Completed,8/29/2024,
HL10850,Credit Check,Completed,9/2/2024,
HL10850,Property Valuation,Completed,9/4/2024,
HL10850,Legal Verification,Completed,9/11/2024,
HL10850,Sanction Approved,Completed,9/14/2024,
HL10850,Loan Disbursed,Completed,9/23/2024,
HL10851,Lead Contacted,Completed,6/3/2024,
HL10851,Lead Qualified,Completed,6/8/2024,
HL10851,Document Collection,Completed,6/16/2024,
HL10851,Credit Check,Completed,6/18/2024,
HL10851,Property Valuation,Dropped,6/26/2024,High FOIR
HL10851,Legal Verification,Pending,6/29/2024,
HL10851,Sanction Approved,Pending,7/5/2024,
HL10851,Loan Disbursed,Pending,7/11/2024,
HL10852,Lead Contacted,Completed,2/20/2024,
HL10852,Lead Qualified,Completed,2/29/2024,
HL10852,Document Collection,Completed,3/6/2024,
HL10852,Credit Check,Completed,3/9/2024,
HL10852,Property Valuation,Completed,3/17/2024,
HL10852,Legal Verification,Completed,3/25/2024,
HL10852,Sanction Approved,Completed,3/31/2024,
HL10852,Loan Disbursed,Completed,4/9/2024,
HL10853,Lead Contacted,Completed,12/19/2024,
HL10853,Lead Qualified,Completed,12/20/2024,
HL10853,Document Collection,Dropped,12/26/2024,Document incomplete
HL10853,Credit Check,Pending,12/28/2024,
HL10853,Property Valuation,Pending,12/31/2024,
HL10853,Legal Verification,Pending,1/8/2025,
HL10853,Sanction Approved,Pending,1/9/2025,
HL10853,Loan Disbursed,Pending,1/15/2025,
HL10854,Lead Contacted,Completed,5/29/2024,
HL10854,Lead Qualified,Completed,6/6/2024,
HL10854,Document Collection,Completed,6/15/2024,
HL10854,Credit Check,Completed,6/19/2024,
HL10854,Property Valuation,Completed,6/27/2024,
HL10854,Legal Verification,Completed,6/28/2024,
HL10854,Sanction Approved,Completed,6/30/2024,
HL10854,Loan Disbursed,Completed,7/3/2024,
HL10855,Lead Contacted,Completed,2/5/2025,
HL10855,Lead Qualified,Completed,2/14/2025,
HL10855,Document Collection,Completed,2/18/2025,
HL10855,Credit Check,Completed,2/26/2025,
HL10855,Property Valuation,Completed,2/28/2025,
HL10855,Legal Verification,Completed,3/7/2025,
HL10855,Sanction Approved,Completed,3/16/2025,
HL10855,Loan Disbursed,Completed,3/21/2025,
HL10856,Lead Contacted,Completed,3/6/2024,
HL10856,Lead Qualified,Completed,3/8/2024,
HL10856,Document Collection,Completed,3/12/2024,
HL10856,Credit Check,Completed,3/17/2024,
HL10856,Property Valuation,Completed,3/20/2024,
HL10856,Legal Verification,Completed,3/28/2024,
HL10856,Sanction Approved,Completed,4/1/2024,
HL10856,Loan Disbursed,Completed,4/9/2024,
HL10857,Lead Contacted,Completed,12/23/2024,
HL10857,Lead Qualified,Completed,1/1/2025,
HL10857,Document Collection,Completed,1/4/2025,
HL10857,Credit Check,Dropped,1/11/2025,Document incomplete
HL10857,Property Valuation,Pending,1/17/2025,
HL10857,Legal Verification,Pending,1/18/2025,
HL10857,Sanction Approved,Pending,1/26/2025,
HL10857,Loan Disbursed,Pending,1/27/2025,
HL10858,Lead Contacted,Completed,7/6/2024,
HL10858,Lead Qualified,Dropped,7/11/2024,Document incomplete
HL10858,Document Collection,Pending,7/16/2024,
HL10858,Credit Check,Pending,7/20/2024,
HL10858,Property Valuation,Pending,7/26/2024,
HL10858,Legal Verification,Pending,8/2/2024,
HL10858,Sanction Approved,Pending,8/3/2024,
HL10858,Loan Disbursed,Pending,8/12/2024,
HL10859,Lead Contacted,Dropped,5/12/2024,High FOIR
HL10859,Lead Qualified,Pending,5/19/2024,
HL10859,Document Collection,Pending,5/28/2024,
HL10859,Credit Check,Pending,5/31/2024,
HL10859,Property Valuation,Pending,6/4/2024,
HL10859,Legal Verification,Pending,6/11/2024,
HL10859,Sanction Approved,Pending,6/17/2024,
HL10859,Loan Disbursed,Pending,6/19/2024,
HL10860,Lead Contacted,Completed,6/29/2024,
HL10860,Lead Qualified,Completed,7/8/2024,
HL10860,Document Collection,Completed,7/17/2024,
HL10860,Credit Check,Completed,7/25/2024,
HL10860,Property Valuation,Completed,7/28/2024,
HL10860,Legal Verification,Dropped,8/5/2024,Low eligibility
HL10860,Sanction Approved,Pending,8/7/2024,
HL10860,Loan Disbursed,Pending,8/16/2024,
HL10861,Lead Contacted,Completed,2/17/2024,
HL10861,Lead Qualified,Completed,2/20/2024,
HL10861,Document Collection,Completed,2/22/2024,
HL10861,Credit Check,Dropped,2/25/2024,Document incomplete
HL10861,Property Valuation,Pending,2/26/2024,
HL10861,Legal Verification,Pending,3/2/2024,
HL10861,Sanction Approved,Pending,3/6/2024,
HL10861,Loan Disbursed,Pending,3/7/2024,
HL10862,Lead Contacted,Completed,9/22/2024,
HL10862,Lead Qualified,Completed,9/24/2024,
HL10862,Document Collection,Completed,10/1/2024,
HL10862,Credit Check,Completed,10/10/2024,
HL10862,Property Valuation,Completed,10/18/2024,
HL10862,Legal Verification,Completed,10/20/2024,
HL10862,Sanction Approved,Completed,10/24/2024,
HL10862,Loan Disbursed,Dropped,10/25/2024,Customer not reachable
HL10863,Lead Contacted,Completed,1/18/2025,
HL10863,Lead Qualified,Completed,1/19/2025,
HL10863,Document Collection,Completed,1/22/2025,
HL10863,Credit Check,Completed,1/31/2025,
HL10863,Property Valuation,Dropped,2/6/2025,Document incomplete
HL10863,Legal Verification,Pending,2/12/2025,
HL10863,Sanction Approved,Pending,2/19/2025,
HL10863,Loan Disbursed,Pending,2/24/2025,
HL10864,Lead Contacted,Completed,1/7/2024,
HL10864,Lead Qualified,Completed,1/11/2024,
HL10864,Document Collection,Completed,1/17/2024,
HL10864,Credit Check,Completed,1/21/2024,
HL10864,Property Valuation,Completed,1/22/2024,
HL10864,Legal Verification,Completed,1/29/2024,
HL10864,Sanction Approved,Completed,1/30/2024,
HL10864,Loan Disbursed,Completed,2/2/2024,
HL10865,Lead Contacted,Completed,3/9/2024,
HL10865,Lead Qualified,Completed,3/17/2024,
HL10865,Document Collection,Completed,3/26/2024,
HL10865,Credit Check,Completed,3/27/2024,
HL10865,Property Valuation,Completed,3/28/2024,
HL10865,Legal Verification,Completed,4/4/2024,
HL10865,Sanction Approved,Completed,4/8/2024,
HL10865,Loan Disbursed,Completed,4/13/2024,
HL10866,Lead Contacted,Completed,2/1/2024,
HL10866,Lead Qualified,Dropped,2/4/2024,Document incomplete
HL10866,Document Collection,Pending,2/12/2024,
HL10866,Credit Check,Pending,2/13/2024,
HL10866,Property Valuation,Pending,2/17/2024,
HL10866,Legal Verification,Pending,2/21/2024,
HL10866,Sanction Approved,Pending,2/27/2024,
HL10866,Loan Disbursed,Pending,2/29/2024,
HL10867,Lead Contacted,Dropped,1/12/2025,Changed mind
HL10867,Lead Qualified,Pending,1/18/2025,
HL10867,Document Collection,Pending,1/24/2025,
HL10867,Credit Check,Pending,2/1/2025,
HL10867,Property Valuation,Pending,2/5/2025,
HL10867,Legal Verification,Pending,2/13/2025,
HL10867,Sanction Approved,Pending,2/22/2025,
HL10867,Loan Disbursed,Pending,2/26/2025,
HL10868,Lead Contacted,Completed,1/12/2024,
HL10868,Lead Qualified,Completed,1/13/2024,
HL10868,Document Collection,Completed,1/14/2024,
HL10868,Credit Check,Completed,1/16/2024,
HL10868,Property Valuation,Completed,1/17/2024,
HL10868,Legal Verification,Dropped,1/24/2024,Document incomplete
HL10868,Sanction Approved,Pending,1/27/2024,
HL10868,Loan Disbursed,Pending,2/4/2024,
HL10869,Lead Contacted,Dropped,4/11/2024,High FOIR
HL10869,Lead Qualified,Pending,4/16/2024,
HL10869,Document Collection,Pending,4/21/2024,
HL10869,Credit Check,Pending,4/29/2024,
HL10869,Property Valuation,Pending,5/1/2024,
HL10869,Legal Verification,Pending,5/3/2024,
HL10869,Sanction Approved,Pending,5/11/2024,
HL10869,Loan Disbursed,Pending,5/20/2024,
HL10870,Lead Contacted,Completed,12/25/2024,
HL10870,Lead Qualified,Completed,12/27/2024,
HL10870,Document Collection,Completed,12/28/2024,
HL10870,Credit Check,Completed,1/4/2025,
HL10870,Property Valuation,Completed,1/5/2025,
HL10870,Legal Verification,Dropped,1/12/2025,Customer not reachable
HL10870,Sanction Approved,Pending,1/16/2025,
HL10870,Loan Disbursed,Pending,1/21/2025,
HL10871,Lead Contacted,Completed,7/30/2024,
HL10871,Lead Qualified,Completed,8/2/2024,
HL10871,Document Collection,Completed,8/9/2024,
HL10871,Credit Check,Completed,8/13/2024,
HL10871,Property Valuation,Completed,8/21/2024,
HL10871,Legal Verification,Completed,8/24/2024,
HL10871,Sanction Approved,Completed,8/30/2024,
HL10871,Loan Disbursed,Completed,9/4/2024,
HL10872,Lead Contacted,Completed,1/30/2024,
HL10872,Lead Qualified,Dropped,2/6/2024,Changed mind
HL10872,Document Collection,Pending,2/15/2024,
HL10872,Credit Check,Pending,2/19/2024,
HL10872,Property Valuation,Pending,2/22/2024,
HL10872,Legal Verification,Pending,2/23/2024,
HL10872,Sanction Approved,Pending,3/3/2024,
HL10872,Loan Disbursed,Pending,3/4/2024,
HL10873,Lead Contacted,Dropped,2/13/2024,High FOIR
HL10873,Lead Qualified,Pending,2/17/2024,
HL10873,Document Collection,Pending,2/26/2024,
HL10873,Credit Check,Pending,3/6/2024,
HL10873,Property Valuation,Pending,3/8/2024,
HL10873,Legal Verification,Pending,3/11/2024,
HL10873,Sanction Approved,Pending,3/14/2024,
HL10873,Loan Disbursed,Pending,3/19/2024,
HL10874,Lead Contacted,Completed,8/16/2024,
HL10874,Lead Qualified,Completed,8/22/2024,
HL10874,Document Collection,Completed,8/28/2024,
HL10874,Credit Check,Completed,9/2/2024,
HL10874,Property Valuation,Dropped,9/7/2024,Customer not reachable
HL10874,Legal Verification,Pending,9/8/2024,
HL10874,Sanction Approved,Pending,9/17/2024,
HL10874,Loan Disbursed,Pending,9/20/2024,
HL10875,Lead Contacted,Completed,4/17/2024,
HL10875,Lead Qualified,Completed,4/21/2024,
HL10875,Document Collection,Completed,4/30/2024,
HL10875,Credit Check,Completed,5/2/2024,
HL10875,Property Valuation,Completed,5/7/2024,
HL10875,Legal Verification,Completed,5/14/2024,
HL10875,Sanction Approved,Completed,5/16/2024,
HL10875,Loan Disbursed,Completed,5/22/2024,
HL10876,Lead Contacted,Dropped,2/19/2024,Customer not reachable
HL10876,Lead Qualified,Pending,2/25/2024,
HL10876,Document Collection,Pending,3/3/2024,
HL10876,Credit Check,Pending,3/8/2024,
HL10876,Property Valuation,Pending,3/16/2024,
HL10876,Legal Verification,Pending,3/22/2024,
HL10876,Sanction Approved,Pending,3/27/2024,
HL10876,Loan Disbursed,Pending,3/31/2024,
HL10877,Lead Contacted,Completed,3/12/2024,
HL10877,Lead Qualified,Completed,3/18/2024,
HL10877,Document Collection,Completed,3/25/2024,
HL10877,Credit Check,Dropped,3/26/2024,Document incomplete
HL10877,Property Valuation,Pending,4/1/2024,
HL10877,Legal Verification,Pending,4/8/2024,
HL10877,Sanction Approved,Pending,4/14/2024,
HL10877,Loan Disbursed,Pending,4/19/2024,
HL10878,Lead Contacted,Completed,4/3/2024,
HL10878,Lead Qualified,Completed,4/8/2024,
HL10878,Document Collection,Dropped,4/15/2024,High FOIR
HL10878,Credit Check,Pending,4/18/2024,
HL10878,Property Valuation,Pending,4/19/2024,
HL10878,Legal Verification,Pending,4/22/2024,
HL10878,Sanction Approved,Pending,5/1/2024,
HL10878,Loan Disbursed,Pending,5/6/2024,
HL10879,Lead Contacted,Completed,6/16/2024,
HL10879,Lead Qualified,Completed,6/23/2024,
HL10879,Document Collection,Completed,6/25/2024,
HL10879,Credit Check,Completed,6/30/2024,
HL10879,Property Valuation,Completed,7/6/2024,
HL10879,Legal Verification,Completed,7/7/2024,
HL10879,Sanction Approved,Completed,7/16/2024,
HL10879,Loan Disbursed,Completed,7/22/2024,
HL10880,Lead Contacted,Completed,4/29/2024,
HL10880,Lead Qualified,Dropped,4/30/2024,Customer not reachable
HL10880,Document Collection,Pending,5/6/2024,
HL10880,Credit Check,Pending,5/13/2024,
HL10880,Property Valuation,Pending,5/15/2024,
HL10880,Legal Verification,Pending,5/23/2024,
HL10880,Sanction Approved,Pending,5/31/2024,
HL10880,Loan Disbursed,Pending,6/6/2024,
HL10881,Lead Contacted,Completed,12/5/2024,
HL10881,Lead Qualified,Completed,12/12/2024,
HL10881,Document Collection,Completed,12/15/2024,
HL10881,Credit Check,Completed,12/23/2024,
HL10881,Property Valuation,Completed,12/30/2024,
HL10881,Legal Verification,Completed,1/3/2025,
HL10881,Sanction Approved,Completed,1/4/2025,
HL10881,Loan Disbursed,Completed,1/8/2025,
HL10882,Lead Contacted,Completed,5/8/2024,
HL10882,Lead Qualified,Completed,5/15/2024,
HL10882,Document Collection,Completed,5/24/2024,
HL10882,Credit Check,Completed,5/28/2024,
HL10882,Property Valuation,Dropped,6/6/2024,Changed mind
HL10882,Legal Verification,Pending,6/13/2024,
HL10882,Sanction Approved,Pending,6/21/2024,
HL10882,Loan Disbursed,Pending,6/24/2024,
HL10883,Lead Contacted,Completed,7/15/2024,
HL10883,Lead Qualified,Completed,7/17/2024,
HL10883,Document Collection,Completed,7/23/2024,
HL10883,Credit Check,Completed,7/25/2024,
HL10883,Property Valuation,Completed,7/26/2024,
HL10883,Legal Verification,Completed,7/31/2024,
HL10883,Sanction Approved,Completed,8/9/2024,
HL10883,Loan Disbursed,Dropped,8/11/2024,Low eligibility
HL10884,Lead Contacted,Completed,4/9/2024,
HL10884,Lead Qualified,Completed,4/17/2024,
HL10884,Document Collection,Completed,4/19/2024,
HL10884,Credit Check,Completed,4/28/2024,
HL10884,Property Valuation,Completed,4/30/2024,
HL10884,Legal Verification,Completed,5/7/2024,
HL10884,Sanction Approved,Completed,5/10/2024,
HL10884,Loan Disbursed,Completed,5/13/2024,
HL10885,Lead Contacted,Completed,10/19/2024,
HL10885,Lead Qualified,Dropped,10/24/2024,Changed mind
HL10885,Document Collection,Pending,11/1/2024,
HL10885,Credit Check,Pending,11/7/2024,
HL10885,Property Valuation,Pending,11/16/2024,
HL10885,Legal Verification,Pending,11/21/2024,
HL10885,Sanction Approved,Pending,11/25/2024,
HL10885,Loan Disbursed,Pending,12/4/2024,
HL10886,Lead Contacted,Completed,6/12/2024,
HL10886,Lead Qualified,Dropped,6/17/2024,High FOIR
HL10886,Document Collection,Pending,6/22/2024,
HL10886,Credit Check,Pending,6/24/2024,
HL10886,Property Valuation,Pending,6/30/2024,
HL10886,Legal Verification,Pending,7/5/2024,
HL10886,Sanction Approved,Pending,7/7/2024,
HL10886,Loan Disbursed,Pending,7/15/2024,
HL10887,Lead Contacted,Completed,4/15/2024,
HL10887,Lead Qualified,Completed,4/19/2024,
HL10887,Document Collection,Completed,4/26/2024,
HL10887,Credit Check,Completed,5/4/2024,
HL10887,Property Valuation,Completed,5/5/2024,
HL10887,Legal Verification,Completed,5/13/2024,
HL10887,Sanction Approved,Completed,5/16/2024,
HL10887,Loan Disbursed,Completed,5/20/2024,
HL10888,Lead Contacted,Completed,1/22/2025,
HL10888,Lead Qualified,Completed,1/30/2025,
HL10888,Document Collection,Completed,2/3/2025,
HL10888,Credit Check,Dropped,2/7/2025,High FOIR
HL10888,Property Valuation,Pending,2/12/2025,
HL10888,Legal Verification,Pending,2/13/2025,
HL10888,Sanction Approved,Pending,2/20/2025,
HL10888,Loan Disbursed,Pending,3/1/2025,
HL10889,Lead Contacted,Completed,10/16/2024,
HL10889,Lead Qualified,Completed,10/22/2024,
HL10889,Document Collection,Dropped,10/26/2024,High FOIR
HL10889,Credit Check,Pending,11/3/2024,
HL10889,Property Valuation,Pending,11/7/2024,
HL10889,Legal Verification,Pending,11/15/2024,
HL10889,Sanction Approved,Pending,11/19/2024,
HL10889,Loan Disbursed,Pending,11/28/2024,
HL10890,Lead Contacted,Completed,2/14/2024,
HL10890,Lead Qualified,Completed,2/21/2024,
HL10890,Document Collection,Dropped,2/29/2024,Changed mind
HL10890,Credit Check,Pending,3/7/2024,
HL10890,Property Valuation,Pending,3/15/2024,
HL10890,Legal Verification,Pending,3/16/2024,
HL10890,Sanction Approved,Pending,3/19/2024,
HL10890,Loan Disbursed,Pending,3/21/2024,
HL10891,Lead Contacted,Completed,3/27/2024,
HL10891,Lead Qualified,Dropped,4/4/2024,High FOIR
HL10891,Document Collection,Pending,4/10/2024,
HL10891,Credit Check,Pending,4/19/2024,
HL10891,Property Valuation,Pending,4/28/2024,
HL10891,Legal Verification,Pending,5/4/2024,
HL10891,Sanction Approved,Pending,5/6/2024,
HL10891,Loan Disbursed,Pending,5/15/2024,
HL10892,Lead Contacted,Completed,7/15/2024,
HL10892,Lead Qualified,Completed,7/17/2024,
HL10892,Document Collection,Completed,7/20/2024,
HL10892,Credit Check,Completed,7/27/2024,
HL10892,Property Valuation,Completed,8/5/2024,
HL10892,Legal Verification,Completed,8/9/2024,
HL10892,Sanction Approved,Completed,8/18/2024,
HL10892,Loan Disbursed,Completed,8/24/2024,
HL10893,Lead Contacted,Completed,2/28/2024,
HL10893,Lead Qualified,Completed,3/4/2024,
HL10893,Document Collection,Completed,3/5/2024,
HL10893,Credit Check,Completed,3/14/2024,
HL10893,Property Valuation,Completed,3/21/2024,
HL10893,Legal Verification,Dropped,3/22/2024,Changed mind
HL10893,Sanction Approved,Pending,3/31/2024,
HL10893,Loan Disbursed,Pending,4/6/2024,
HL10894,Lead Contacted,Completed,1/26/2025,
HL10894,Lead Qualified,Completed,2/4/2025,
HL10894,Document Collection,Completed,2/9/2025,
HL10894,Credit Check,Completed,2/17/2025,
HL10894,Property Valuation,Completed,2/26/2025,
HL10894,Legal Verification,Completed,3/7/2025,
HL10894,Sanction Approved,Completed,3/16/2025,
HL10894,Loan Disbursed,Completed,3/18/2025,
HL10895,Lead Contacted,Completed,8/2/2024,
HL10895,Lead Qualified,Completed,8/3/2024,
HL10895,Document Collection,Completed,8/10/2024,
HL10895,Credit Check,Completed,8/18/2024,
HL10895,Property Valuation,Dropped,8/27/2024,Customer not reachable
HL10895,Legal Verification,Pending,9/4/2024,
HL10895,Sanction Approved,Pending,9/7/2024,
HL10895,Loan Disbursed,Pending,9/10/2024,
HL10896,Lead Contacted,Completed,5/14/2024,
HL10896,Lead Qualified,Completed,5/23/2024,
HL10896,Document Collection,Completed,5/31/2024,
HL10896,Credit Check,Completed,6/7/2024,
HL10896,Property Valuation,Completed,6/11/2024,
HL10896,Legal Verification,Completed,6/20/2024,
HL10896,Sanction Approved,Completed,6/25/2024,
HL10896,Loan Disbursed,Completed,6/26/2024,
HL10897,Lead Contacted,Completed,3/17/2024,
HL10897,Lead Qualified,Completed,3/18/2024,
HL10897,Document Collection,Dropped,3/21/2024,Customer not reachable
HL10897,Credit Check,Pending,3/24/2024,
HL10897,Property Valuation,Pending,3/26/2024,
HL10897,Legal Verification,Pending,3/28/2024,
HL10897,Sanction Approved,Pending,4/3/2024,
HL10897,Loan Disbursed,Pending,4/10/2024,
HL10898,Lead Contacted,Completed,9/27/2024,
HL10898,Lead Qualified,Completed,10/3/2024,
HL10898,Document Collection,Completed,10/7/2024,
HL10898,Credit Check,Completed,10/12/2024,
HL10898,Property Valuation,Dropped,10/14/2024,Low eligibility
HL10898,Legal Verification,Pending,10/23/2024,
HL10898,Sanction Approved,Pending,10/24/2024,
HL10898,Loan Disbursed,Pending,10/29/2024,
HL10899,Lead Contacted,Completed,9/20/2024,
HL10899,Lead Qualified,Completed,9/24/2024,
HL10899,Document Collection,Completed,9/27/2024,
HL10899,Credit Check,Completed,10/3/2024,
HL10899,Property Valuation,Completed,10/4/2024,
HL10899,Legal Verification,Completed,10/5/2024,
HL10899,Sanction Approved,Completed,10/12/2024,
HL10899,Loan Disbursed,Completed,10/20/2024,
HL10900,Lead Contacted,Completed,7/15/2024,
HL10900,Lead Qualified,Completed,7/24/2024,
HL10900,Document Collection,Completed,7/28/2024,
HL10900,Credit Check,Completed,8/4/2024,
HL10900,Property Valuation,Completed,8/7/2024,
HL10900,Legal Verification,Dropped,8/12/2024,Document incomplete
HL10900,Sanction Approved,Pending,8/15/2024,
HL10900,Loan Disbursed,Pending,8/23/2024,
HL10901,Lead Contacted,Dropped,8/23/2024,Document incomplete
HL10901,Lead Qualified,Pending,8/25/2024,
HL10901,Document Collection,Pending,9/2/2024,
HL10901,Credit Check,Pending,9/11/2024,
HL10901,Property Valuation,Pending,9/14/2024,
HL10901,Legal Verification,Pending,9/20/2024,
HL10901,Sanction Approved,Pending,9/26/2024,
HL10901,Loan Disbursed,Pending,9/28/2024,
HL10902,Lead Contacted,Completed,7/12/2024,
HL10902,Lead Qualified,Completed,7/20/2024,
HL10902,Document Collection,Completed,7/28/2024,
HL10902,Credit Check,Dropped,7/31/2024,High FOIR
HL10902,Property Valuation,Pending,8/5/2024,
HL10902,Legal Verification,Pending,8/12/2024,
HL10902,Sanction Approved,Pending,8/17/2024,
HL10902,Loan Disbursed,Pending,8/23/2024,
HL10903,Lead Contacted,Completed,1/15/2024,
HL10903,Lead Qualified,Completed,1/17/2024,
HL10903,Document Collection,Completed,1/26/2024,
